,Шифр расценки и коды ресурсов,Наименование работ и затрат,Ед. изм.,Unnamed: 3,Наименование СПГЗ,ID,КПГЗ,Единица измерения,Unnamed: 8
2833,3.47-69-2,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" кольцевым мощением",100 м2,1,Устройство дорожно-тропиночной сети из плиточного покрытия (брусчатки) на особо охраняемых природных территориях,10548779.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Квадратный метр,
2834,3.47-69-2,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" кольцевым мощением",100 м2,1,Устройство дорожно-тропиночной сети с покрытием из брусчатки при благоустройстве парков,77612542.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
2835,3.47-69-2,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" кольцевым мощением",100 м2,1,Устройство покрытия из брусчатки в рамках благоустройства территории,91739683.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
2836,3.47-69-2,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" кольцевым мощением",100 м2,1,Устройство покрытия из брусчатки в рамках ремонтно-восстановительных работ на объектах благоустройства,91743623.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
2837,3.47-69-2,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" кольцевым мощением",100 м2,1,Устройство покрытия из плитки (брусчатка) в рамках благоустройства территорий объектов спорта,60046235.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
2838,3.47-69-2,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" кольцевым мощением",100 м2,1,Устройство покрытия из плитки (брусчатка) в рамках благоустройства территорий учреждений образования,59116649.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
2839,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Замена покрытия из брусчатки в рамках благоустройства территории,91740307.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
2840,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Замена покрытия из брусчатки в рамках ремонтно-восстановительных работ на объектах благоустройства,91740876.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
2841,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Замена покрытия из плитки (брусчатка) в рамках благоустройства территорий учреждений образования,59116679.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
2842,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Замена покрытия из плитки (брусчатка) в рамках благоустройства территорий объектов спорта,60046189.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
2843,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Устройство дорожно-тропиночной сети из плиточного покрытия (брусчатки) в рамках компенсационного озеленения,70227523.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
2844,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Устройство дорожно-тропиночной сети из плиточного покрытия (брусчатки) на особо охраняемых природных территориях,10548779.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Квадратный метр,
2845,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Устройство дорожно-тропиночной сети с покрытием из брусчатки при благоустройстве парков,77612542.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
2846,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Устройство покрытия из брусчатки в рамках благоустройства территории,91739683.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
2847,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Устройство покрытия из брусчатки в рамках ремонтно-восстановительных работ на объектах благоустройства,91743623.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
2848,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Устройство покрытия из плитки (брусчатка) в рамках благоустройства территорий объектов спорта,60046235.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
2849,3.47-69-3,"Устройство покрытий тротуаров из бетонной плитки типа ""Брусчатка"" веерным мощением",100 м2,1,Устройство покрытия из плитки (брусчатка) в рамках благоустройства территорий учреждений образования,59116649.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
2850,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка дерева в рамках благоустройства территории,161624418.0,02.03.03.03 ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ,Штука,
2851,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка дерева в рамках ремонтно-восстановительных работ на объектах благоустройства,91742114.0,02.06.05.05 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2852,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий объектов спорта,60046146.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
2853,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий учреждений образования,59116767.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
2854,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев в рамках капитального ремонта велосипедной инфраструктуры,161167576.0,02.05.02.02.10 РЕМОНТ КАПИТАЛЬНЫЙ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2855,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев в рамках компенсационного озеленения,97080515.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2856,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев в рамках обустройства объекта,73918162.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
2857,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев в рамках строительства велосипедной инфраструктуры,161167094.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2858,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев на особо охраняемых природных территориях,20225299.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
2859,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка деревьев по упрощенному порядку в рамках компенсационного озеленения,97080517.0,02.04.04.03.02 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ ПО УПРОЩЕННОМУ ПОРЯДКУ,Штука,
2860,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарника в рамках благоустройства территории,161624417.0,02.03.03.03 ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ,Штука,
2861,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарника в рамках ремонтно-восстановительных работ на объектах благоустройства,91739167.0,02.06.05.05 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2862,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников в рамках благоустройства территорий объектов спорта,60046427.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
2863,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников в рамках благоустройства территорий учреждений образования,59116692.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
2864,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников в рамках капитального ремонта велосипедной инфраструктуры,161165796.0,02.05.02.02.10 РЕМОНТ КАПИТАЛЬНЫЙ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2865,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников в рамках компенсационного озеленения,97080516.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2866,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников в рамках обустройства объекта,73918166.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
2867,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников в рамках строительства велосипедной инфраструктуры,161167097.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2868,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников на особо охраняемых природных территориях,10540292.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
2869,3.47-7-1,"Посадка деревьев и кустарников с комом земли, диаметром 0,2 м и высотой 0,15 м, диаметром 0,25 м и высотой 0,2 м",10 деревьев или кустарников,1,Посадка кустарников по упрощенному порядку в рамках компенсационного озеленения,97080518.0,02.04.04.03.02 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ ПО УПРОЩЕННОМУ ПОРЯДКУ,Штука,
2870,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка дерева в рамках благоустройства территории,161624418.0,02.03.03.03 ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ,Штука,
2871,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка дерева в рамках ремонтно-восстановительных работ на объектах благоустройства,91742114.0,02.06.05.05 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2872,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий объектов спорта,60046146.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
2873,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий учреждений образования,59116767.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
2874,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев в рамках капитального ремонта велосипедной инфраструктуры,161167576.0,02.05.02.02.10 РЕМОНТ КАПИТАЛЬНЫЙ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2875,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев в рамках компенсационного озеленения,97080515.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2876,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев в рамках обустройства объекта,73918162.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
2877,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев в рамках строительства велосипедной инфраструктуры,161167094.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2878,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев на особо охраняемых природных территориях,20225299.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
2879,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка деревьев по упрощенному порядку в рамках компенсационного озеленения,97080517.0,02.04.04.03.02 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ ПО УПРОЩЕННОМУ ПОРЯДКУ,Штука,
2880,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарника в рамках благоустройства территории,161624417.0,02.03.03.03 ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ,Штука,
2881,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарника в рамках ремонтно-восстановительных работ на объектах благоустройства,91739167.0,02.06.05.05 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2882,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников в рамках благоустройства территорий объектов спорта,60046427.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
2883,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников в рамках благоустройства территорий учреждений образования,59116692.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
2884,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников в рамках капитального ремонта велосипедной инфраструктуры,161165796.0,02.05.02.02.10 РЕМОНТ КАПИТАЛЬНЫЙ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2885,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников в рамках компенсационного озеленения,97080516.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2886,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников в рамках обустройства объекта,73918166.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
2887,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников в рамках строительства велосипедной инфраструктуры,161167097.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2888,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников на особо охраняемых природных территориях,10540292.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
2889,3.47-7-10,"Посадка деревьев и кустарников с комом земли размером 1,7х1,7х0,65 м",10 деревьев или кустарников,1,Посадка кустарников по упрощенному порядку в рамках компенсационного озеленения,97080518.0,02.04.04.03.02 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ ПО УПРОЩЕННОМУ ПОРЯДКУ,Штука,
2890,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка дерева в рамках благоустройства территории,161624418.0,02.03.03.03 ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ,Штука,
2891,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка дерева в рамках ремонтно-восстановительных работ на объектах благоустройства,91742114.0,02.06.05.05 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2892,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий объектов спорта,60046146.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
2893,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий учреждений образования,59116767.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
2894,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев в рамках капитального ремонта велосипедной инфраструктуры,161167576.0,02.05.02.02.10 РЕМОНТ КАПИТАЛЬНЫЙ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2895,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев в рамках компенсационного озеленения,97080515.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2896,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев в рамках обустройства объекта,73918162.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
2897,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев в рамках строительства велосипедной инфраструктуры,161167094.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2898,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев на особо охраняемых природных территориях,20225299.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
2899,3.47-7-11,"Посадка деревьев с комом земли размером 2,0х2,0х0,8 м",10 деревьев или кустарников,1,Посадка деревьев по упрощенному порядку в рамках компенсационного озеленения,97080517.0,02.04.04.03.02 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ ПО УПРОЩЕННОМУ ПОРЯДКУ,Штука,
2900,3.47-7-12,"Посадка деревьев с комом земли размером 2,4х2,4х0,95 м",10 деревьев или кустарников,1,Посадка дерева в рамках благоустройства территории,161624418.0,02.03.03.03 ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ,Штука,
2901,3.47-7-12,"Посадка деревьев с комом земли размером 2,4х2,4х0,95 м",10 деревьев или кустарников,1,Посадка дерева в рамках ремонтно-восстановительных работ на объектах благоустройства,91742114.0,02.06.05.05 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
2902,3.47-7-12,"Посадка деревьев с комом земли размером 2,4х2,4х0,95 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий объектов спорта,60046146.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
2903,3.47-7-12,"Посадка деревьев с комом земли размером 2,4х2,4х0,95 м",10 деревьев или кустарников,1,Посадка деревьев в рамках благоустройства территорий учреждений образования,59116767.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
2904,3.47-7-12,"Посадка деревьев с комом земли размером 2,4х2,4х0,95 м",10 деревьев или кустарников,1,Посадка деревьев в рамках капитального ремонта велосипедной инфраструктуры,161167576.0,02.05.02.02.10 РЕМОНТ КАПИТАЛЬНЫЙ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
2905,3.47-7-12,"Посадка деревьев с комом земли размером 2,4х2,4х0,95 м",10 деревьев или кустарников,1,Посадка деревьев в рамках компенсационного озеленения,97080515.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
